Lower tier local authorities Code,Lower tier local authorities,General health (3 categories) Code,General health (3 categories),Method used to travel to workplace (12 categories) Code,Method used to travel to workplace (12 categories),National Statistics Socio-economic Classification (NS-SeC) (10 categories) Code,National Statistics Socio-economic Classification (NS-SeC) (10 categories),Hours worked (3 categories) Code,Hours worked (3 categories),Observation
E07000137,East Lindsey,-8,Does not apply,10,On foot,6,L12: Semi-routine occupations,2,Full-time: 31 or more hours worked,0
E07000137,East Lindsey,-8,Does not apply,10,On foot,7,L13: Routine occupations,-8,Does not apply,0
E07000137,East Lindsey,-8,Does not apply,10,On foot,7,L13: Routine occupations,1,Part-time: 30 hours or less worked,0
E07000137,East Lindsey,-8,Does not apply,10,On foot,7,L13: Routine occupations,2,Full-time: 31 or more hours worked,0
E07000137,East Lindsey,-8,Does not apply,10,On foot,8,L14.1 and L14.2: Never worked and long-term unemployed,-8,Does not apply,0
E07000137,East Lindsey,-8,Does not apply,10,On foot,8,L14.1 and L14.2: Never worked and long-term unemployed,1,Part-time: 30 hours or less worked,0
E07000137,East Lindsey,-8,Does not apply,10,On foot,8,L14.1 and L14.2: Never worked and long-term unemployed,2,Full-time: 31 or more hours worked,0
E07000137,East Lindsey,-8,Does not apply,10,On foot,9,L15: Full-time students,-8,Does not apply,0
E07000137,East Lindsey,-8,Does not apply,10,On foot,9,L15: Full-time students,1,Part-time: 30 hours or less worked,0
E07000137,East Lindsey,-8,Does not apply,10,On foot,9,L15: Full-time students,2,Full-time: 31 or more hours worked,0
E07000137,East Lindsey,-8,Does not apply,11,Other method of travel to work,-8,Does not apply,-8,Does not apply,0
E07000137,East Lindsey,-8,Does not apply,11,Other method of travel to work,-8,Does not apply,1,Part-time: 30 hours or less worked,0
E07000137,East Lindsey,-8,Does not apply,11,Other method of travel to work,-8,Does not apply,2,Full-time: 31 or more hours worked,0
E07000137,East Lindsey,-8,Does not apply,11,Other method of travel to work,1,"L1, L2 and L3: Higher managerial, administrative and professional occupations",-8,Does not apply,0
E07000137,East Lindsey,-8,Does not apply,11,Other method of travel to work,1,"L1, L2 and L3: Higher managerial, administrative and professional occupations",1,Part-time: 30 hours or less worked,0
E07000137,East Lindsey,-8,Does not apply,11,Other method of travel to work,1,"L1, L2 and L3: Higher managerial, administrative and professional occupations",2,Full-time: 31 or more hours worked,0
E07000137,East Lindsey,-8,Does not apply,11,Other method of travel to work,2,"L4, L5 and L6: Lower managerial, administrative and professional occupations",-8,Does not apply,0
E07000137,East Lindsey,-8,Does not apply,11,Other method of travel to work,2,"L4, L5 and L6: Lower managerial, administrative and professional occupations",1,Part-time: 30 hours or less worked,0
E07000137,East Lindsey,-8,Does not apply,11,Other method of travel to work,2,"L4, L5 and L6: Lower managerial, administrative and professional occupations",2,Full-time: 31 or more hours worked,0
E07000137,East Lindsey,-8,Does not apply,11,Other method of travel to work,3,L7: Intermediate occupations,-8,Does not apply,0
E07000137,East Lindsey,-8,Does not apply,11,Other method of travel to work,3,L7: Intermediate occupations,1,Part-time: 30 hours or less worked,0
E07000137,East Lindsey,-8,Does not apply,11,Other method of travel to work,3,L7: Intermediate occupations,2,Full-time: 31 or more hours worked,0
E07000137,East Lindsey,-8,Does not apply,11,Other method of travel to work,4,L8 and L9: Small employers and own account workers,-8,Does not apply,0
E07000137,East Lindsey,-8,Does not apply,11,Other method of travel to work,4,L8 and L9: Small employers and own account workers,1,Part-time: 30 hours or less worked,0
E07000137,East Lindsey,-8,Does not apply,11,Other method of travel to work,4,L8 and L9: Small employers and own account workers,2,Full-time: 31 or more hours worked,0
E07000137,East Lindsey,-8,Does not apply,11,Other method of travel to work,5,L10 and L11: Lower supervisory and technical occupations,-8,Does not apply,0
E07000137,East Lindsey,-8,Does not apply,11,Other method of travel to work,5,L10 and L11: Lower supervisory and technical occupations,1,Part-time: 30 hours or less worked,0
E07000137,East Lindsey,-8,Does not apply,11,Other method of travel to work,5,L10 and L11: Lower supervisory and technical occupations,2,Full-time: 31 or more hours worked,0
E07000137,East Lindsey,-8,Does not apply,11,Other method of travel to work,6,L12: Semi-routine occupations,-8,Does not apply,0
E07000137,East Lindsey,-8,Does not apply,11,Other method of travel to work,6,L12: Semi-routine occupations,1,Part-time: 30 hours or less worked,0
E07000137,East Lindsey,-8,Does not apply,11,Other method of travel to work,6,L12: Semi-routine occupations,2,Full-time: 31 or more hours worked,0
E07000137,East Lindsey,-8,Does not apply,11,Other method of travel to work,7,L13: Routine occupations,-8,Does not apply,0
E07000137,East Lindsey,-8,Does not apply,11,Other method of travel to work,7,L13: Routine occupations,1,Part-time: 30 hours or less worked,0
E07000137,East Lindsey,-8,Does not apply,11,Other method of travel to work,7,L13: Routine occupations,2,Full-time: 31 or more hours worked,0
E07000137,East Lindsey,-8,Does not apply,11,Other method of travel to work,8,L14.1 and L14.2: Never worked and long-term unemployed,-8,Does not apply,0
E07000137,East Lindsey,-8,Does not apply,11,Other method of travel to work,8,L14.1 and L14.2: Never worked and long-term unemployed,1,Part-time: 30 hours or less worked,0
E07000137,East Lindsey,-8,Does not apply,11,Other method of travel to work,8,L14.1 and L14.2: Never worked and long-term unemployed,2,Full-time: 31 or more hours worked,0
E07000137,East Lindsey,-8,Does not apply,11,Other method of travel to work,9,L15: Full-time students,-8,Does not apply,0
E07000137,East Lindsey,-8,Does not apply,11,Other method of travel to work,9,L15: Full-time students,1,Part-time: 30 hours or less worked,0
E07000137,East Lindsey,-8,Does not apply,11,Other method of travel to work,9,L15: Full-time students,2,Full-time: 31 or more hours worked,0
E07000137,East Lindsey,-8,Does not apply,12,Not in employment or aged 15 years and under,-8,Does not apply,-8,Does not apply,0
E07000137,East Lindsey,-8,Does not apply,12,Not in employment or aged 15 years and under,-8,Does not apply,1,Part-time: 30 hours or less worked,0
E07000137,East Lindsey,-8,Does not apply,12,Not in employment or aged 15 years and under,-8,Does not apply,2,Full-time: 31 or more hours worked,0
E07000137,East Lindsey,-8,Does not apply,12,Not in employment or aged 15 years and under,1,"L1, L2 and L3: Higher managerial, administrative and professional occupations",-8,Does not apply,0
E07000137,East Lindsey,-8,Does not apply,12,Not in employment or aged 15 years and under,1,"L1, L2 and L3: Higher managerial, administrative and professional occupations",1,Part-time: 30 hours or less worked,0
E07000137,East Lindsey,-8,Does not apply,12,Not in employment or aged 15 years and under,1,"L1, L2 and L3: Higher managerial, administrative and professional occupations",2,Full-time: 31 or more hours worked,0
E07000137,East Lindsey,-8,Does not apply,12,Not in employment or aged 15 years and under,2,"L4, L5 and L6: Lower managerial, administrative and professional occupations",-8,Does not apply,0
E07000137,East Lindsey,-8,Does not apply,12,Not in employment or aged 15 years and under,2,"L4, L5 and L6: Lower managerial, administrative and professional occupations",1,Part-time: 30 hours or less worked,0
E07000137,East Lindsey,-8,Does not apply,12,Not in employment or aged 15 years and under,2,"L4, L5 and L6: Lower managerial, administrative and professional occupations",2,Full-time: 31 or more hours worked,0
E07000137,East Lindsey,-8,Does not apply,12,Not in employment or aged 15 years and under,3,L7: Intermediate occupations,-8,Does not apply,0
E07000137,East Lindsey,-8,Does not apply,12,Not in employment or aged 15 years and under,3,L7: Intermediate occupations,1,Part-time: 30 hours or less worked,0
E07000137,East Lindsey,-8,Does not apply,12,Not in employment or aged 15 years and under,3,L7: Intermediate occupations,2,Full-time: 31 or more hours worked,0
E07000137,East Lindsey,-8,Does not apply,12,Not in employment or aged 15 years and under,4,L8 and L9: Small employers and own account workers,-8,Does not apply,0
E07000137,East Lindsey,-8,Does not apply,12,Not in employment or aged 15 years and under,4,L8 and L9: Small employers and own account workers,1,Part-time: 30 hours or less worked,0
E07000137,East Lindsey,-8,Does not apply,12,Not in employment or aged 15 years and under,4,L8 and L9: Small employers and own account workers,2,Full-time: 31 or more hours worked,0
E07000137,East Lindsey,-8,Does not apply,12,Not in employment or aged 15 years and under,5,L10 and L11: Lower supervisory and technical occupations,-8,Does not apply,0
E07000137,East Lindsey,-8,Does not apply,12,Not in employment or aged 15 years and under,5,L10 and L11: Lower supervisory and technical occupations,1,Part-time: 30 hours or less worked,0
E07000137,East Lindsey,-8,Does not apply,12,Not in employment or aged 15 years and under,5,L10 and L11: Lower supervisory and technical occupations,2,Full-time: 31 or more hours worked,0
E07000137,East Lindsey,-8,Does not apply,12,Not in employment or aged 15 years and under,6,L12: Semi-routine occupations,-8,Does not apply,0
E07000137,East Lindsey,-8,Does not apply,12,Not in employment or aged 15 years and under,6,L12: Semi-routine occupations,1,Part-time: 30 hours or less worked,0
E07000137,East Lindsey,-8,Does not apply,12,Not in employment or aged 15 years and under,6,L12: Semi-routine occupations,2,Full-time: 31 or more hours worked,0
E07000137,East Lindsey,-8,Does not apply,12,Not in employment or aged 15 years and under,7,L13: Routine occupations,-8,Does not apply,0
E07000137,East Lindsey,-8,Does not apply,12,Not in employment or aged 15 years and under,7,L13: Routine occupations,1,Part-time: 30 hours or less worked,0
E07000137,East Lindsey,-8,Does not apply,12,Not in employment or aged 15 years and under,7,L13: Routine occupations,2,Full-time: 31 or more hours worked,0
E07000137,East Lindsey,-8,Does not apply,12,Not in employment or aged 15 years and under,8,L14.1 and L14.2: Never worked and long-term unemployed,-8,Does not apply,0
E07000137,East Lindsey,-8,Does not apply,12,Not in employment or aged 15 years and under,8,L14.1 and L14.2: Never worked and long-term unemployed,1,Part-time: 30 hours or less worked,0
E07000137,East Lindsey,-8,Does not apply,12,Not in employment or aged 15 years and under,8,L14.1 and L14.2: Never worked and long-term unemployed,2,Full-time: 31 or more hours worked,0
E07000137,East Lindsey,-8,Does not apply,12,Not in employment or aged 15 years and under,9,L15: Full-time students,-8,Does not apply,0
E07000137,East Lindsey,-8,Does not apply,12,Not in employment or aged 15 years and under,9,L15: Full-time students,1,Part-time: 30 hours or less worked,0
E07000137,East Lindsey,-8,Does not apply,12,Not in employment or aged 15 years and under,9,L15: Full-time students,2,Full-time: 31 or more hours worked,0
E07000137,East Lindsey,1,Good health,1,Work mainly at or from home,-8,Does not apply,-8,Does not apply,0
E07000137,East Lindsey,1,Good health,1,Work mainly at or from home,-8,Does not apply,1,Part-time: 30 hours or less worked,0
E07000137,East Lindsey,1,Good health,1,Work mainly at or from home,-8,Does not apply,2,Full-time: 31 or more hours worked,0
E07000137,East Lindsey,1,Good health,1,Work mainly at or from home,1,"L1, L2 and L3: Higher managerial, administrative and professional occupations",-8,Does not apply,0
E07000137,East Lindsey,1,Good health,1,Work mainly at or from home,1,"L1, L2 and L3: Higher managerial, administrative and professional occupations",1,Part-time: 30 hours or less worked,430
E07000137,East Lindsey,1,Good health,1,Work mainly at or from home,1,"L1, L2 and L3: Higher managerial, administrative and professional occupations",2,Full-time: 31 or more hours worked,1527
E07000137,East Lindsey,1,Good health,1,Work mainly at or from home,2,"L4, L5 and L6: Lower managerial, administrative and professional occupations",-8,Does not apply,0
E07000137,East Lindsey,1,Good health,1,Work mainly at or from home,2,"L4, L5 and L6: Lower managerial, administrative and professional occupations",1,Part-time: 30 hours or less worked,738
E07000137,East Lindsey,1,Good health,1,Work mainly at or from home,2,"L4, L5 and L6: Lower managerial, administrative and professional occupations",2,Full-time: 31 or more hours worked,1925
E07000137,East Lindsey,1,Good health,1,Work mainly at or from home,3,L7: Intermediate occupations,-8,Does not apply,0
E07000137,East Lindsey,1,Good health,1,Work mainly at or from home,3,L7: Intermediate occupations,1,Part-time: 30 hours or less worked,564
E07000137,East Lindsey,1,Good health,1,Work mainly at or from home,3,L7: Intermediate occupations,2,Full-time: 31 or more hours worked,650
E07000137,East Lindsey,1,Good health,1,Work mainly at or from home,4,L8 and L9: Small employers and own account workers,-8,Does not apply,0
E07000137,East Lindsey,1,Good health,1,Work mainly at or from home,4,L8 and L9: Small employers and own account workers,1,Part-time: 30 hours or less worked,1177
E07000137,East Lindsey,1,Good health,1,Work mainly at or from home,4,L8 and L9: Small employers and own account workers,2,Full-time: 31 or more hours worked,1308
E07000137,East Lindsey,1,Good health,1,Work mainly at or from home,5,L10 and L11: Lower supervisory and technical occupations,-8,Does not apply,0
E07000137,East Lindsey,1,Good health,1,Work mainly at or from home,5,L10 and L11: Lower supervisory and technical occupations,1,Part-time: 30 hours or less worked,48
E07000137,East Lindsey,1,Good health,1,Work mainly at or from home,5,L10 and L11: Lower supervisory and technical occupations,2,Full-time: 31 or more hours worked,168
E07000137,East Lindsey,1,Good health,1,Work mainly at or from home,6,L12: Semi-routine occupations,-8,Does not apply,0
E07000137,East Lindsey,1,Good health,1,Work mainly at or from home,6,L12: Semi-routine occupations,1,Part-time: 30 hours or less worked,168
E07000137,East Lindsey,1,Good health,1,Work mainly at or from home,6,L12: Semi-routine occupations,2,Full-time: 31 or more hours worked,197
E07000137,East Lindsey,1,Good health,1,Work mainly at or from home,7,L13: Routine occupations,-8,Does not apply,0
E07000137,East Lindsey,1,Good health,1,Work mainly at or from home,7,L13: Routine occupations,1,Part-time: 30 hours or less worked,146
E07000137,East Lindsey,1,Good health,1,Work mainly at or from home,7,L13: Routine occupations,2,Full-time: 31 or more hours worked,189
E07000137,East Lindsey,1,Good health,1,Work mainly at or from home,8,L14.1 and L14.2: Never worked and long-term unemployed,-8,Does not apply,0
E07000137,East Lindsey,1,Good health,1,Work mainly at or from home,8,L14.1 and L14.2: Never worked and long-term unemployed,1,Part-time: 30 hours or less worked,0
E07000137,East Lindsey,1,Good health,1,Work mainly at or from home,8,L14.1 and L14.2: Never worked and long-term unemployed,2,Full-time: 31 or more hours worked,0
E07000137,East Lindsey,1,Good health,1,Work mainly at or from home,9,L15: Full-time students,-8,Does not apply,0
E07000137,East Lindsey,1,Good health,1,Work mainly at or from home,9,L15: Full-time students,1,Part-time: 30 hours or less worked,56
E07000137,East Lindsey,1,Good health,1,Work mainly at or from home,9,L15: Full-time students,2,Full-time: 31 or more hours worked,21
E07000137,East Lindsey,1,Good health,2,"Underground, metro, light rail, tram",-8,Does not apply,-8,Does not apply,0
E07000137,East Lindsey,1,Good health,2,"Underground, metro, light rail, tram",-8,Does not apply,1,Part-time: 30 hours or less worked,0
E07000137,East Lindsey,1,Good health,2,"Underground, metro, light rail, tram",-8,Does not apply,2,Full-time: 31 or more hours worked,0
E07000137,East Lindsey,1,Good health,2,"Underground, metro, light rail, tram",1,"L1, L2 and L3: Higher managerial, administrative and professional occupations",-8,Does not apply,0
E07000137,East Lindsey,1,Good health,2,"Underground, metro, light rail, tram",1,"L1, L2 and L3: Higher managerial, administrative and professional occupations",1,Part-time: 30 hours or less worked,0
E07000137,East Lindsey,1,Good health,2,"Underground, metro, light rail, tram",1,"L1, L2 and L3: Higher managerial, administrative and professional occupations",2,Full-time: 31 or more hours worked,3
